#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F1_idr.fa E2F1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
562_100	chr11	95789749	95790149	+	1000	335.0	[10.589524]	[93]	[]	[]	[95789934]	[]
562_1003	chr1	778536	778936	+	1000	90.0	[]	[]	[5.667835]	[144]	[]	[778734]
562_1004	chr1	3900625	3901025	+	1000	90.0	[]	[]	[9.187896]	[125]	[]	[3900828]
562_1006	chr1	248837961	248838361	+	1000	90.0	[11.7800665, 11.7800665, 11.7800665]	[105, 157, 164]	[]	[]	[248838130, 248838182, 248838189]	[]
562_1009	chr19	13905836	13906236	+	1000	90.0	[]	[]	[11.665144]	[175]	[]	[13906078]
562_101	chr6	159789564	159789964	+	1000	334.5	[10.589524]	[126]	[]	[]	[159789776]	[]
562_1013	chr5	177351752	177352152	+	1000	90.0	[11.7800665, 10.704447]	[139, 145]	[]	[]	[177351969, 177351975]	[]
562_1014	chr6	44387596	44387996	+	1000	90.0	[]	[]	[10.378438]	[137]	[]	[44387813]
562_102	chr1	241847992	241848392	+	1000	332.5	[]	[]	[10.589524]	[119]	[]	[241848209]
562_1021	chr15	75758407	75758807	+	1000	89.0	[11.665144]	[171]	[9.302818]	[81]	[75758653]	[75758563]
562_1022	chr17	7583576	7583976	+	1000	89.0	[11.665144]	[101]	[]	[]	[7583768]	[]
562_1025	chr20	35454837	35455237	+	1000	89.0	[11.7800665]	[96]	[]	[]	[35455032]	[]
562_1026	chr6	152982119	152982519	+	1000	89.0	[6.051324, 11.7800665]	[58, 76]	[11.7800665]	[100]	[152982275, 152982293]	[152982317]
562_1027	chr7	87152104	87152504	+	1000	89.0	[]	[]	[10.589524]	[136]	[]	[87152307]
562_1029	chr11	78139493	78139893	+	1000	88.5	[]	[]	[11.7800665]	[149]	[]	[78139736]
562_1033	chr17	42998128	42998528	+	1000	88.5	[6.051324]	[156]	[10.378438, 5.570742]	[68, 99]	[42998376]	[42998288, 42998319]
562_1040	chr1	225428181	225428581	+	1000	88.0	[]	[]	[11.7800665]	[93]	[]	[225428368]
562_1043	chr6	136250155	136250555	+	1000	88.0	[]	[]	[5.570742]	[65]	[]	[136250313]
562_1047	chr1	61079960	61080360	+	1000	87.5	[9.187896]	[131]	[]	[]	[61080162]	[]
562_1048	chr1	111755641	111756041	+	1000	87.5	[11.665144]	[104]	[5.552912]	[134]	[111755834]	[111755864]
562_105	chr12	50025280	50025680	+	1000	329.5	[]	[]	[11.7800665]	[151]	[]	[50025526]
562_1050	chr14	21384206	21384606	+	1000	87.5	[6.051324]	[135]	[10.378438]	[76]	[21384439]	[21384380]
562_1051	chr16	68084352	68084752	+	1000	87.5	[]	[]	[11.7800665]	[135]	[]	[68084534]
562_1056	chr4	158671753	158672153	+	1000	87.5	[]	[]	[6.051324]	[84]	[]	[158671910]
562_1064	chr6	28895409	28895809	+	1000	87.0	[11.665144]	[79]	[6.051324]	[151]	[28895573]	[28895645]
562_1067	chr8	38385841	38386241	+	1000	87.0	[]	[]	[11.665144]	[122]	[]	[38386041]
562_1069	chr1	9428877	9429277	+	1000	86.5	[9.302818, 6.051324]	[90, 110]	[]	[]	[9429061, 9429081]	[]
562_107	chr20	49278363	49278763	+	1000	324.0	[11.665144]	[97]	[]	[]	[49278557]	[]
562_1071	chr10	22615916	22616316	+	1000	86.5	[9.187896]	[168]	[]	[]	[22616143]	[]
562_1072	chr10	125719369	125719769	+	1000	86.5	[5.552912, 11.7800665]	[90, 172]	[11.665144]	[140]	[125719538, 125719620]	[125719588]
562_1077	chr3	121545787	121546187	+	1000	86.5	[]	[]	[11.665144]	[109]	[]	[121545968]
562_1078	chr5	179732478	179732878	+	1000	86.5	[]	[]	[9.302818]	[135]	[]	[179732687]
562_1080	chr7	118183976	118184376	+	1000	86.5	[]	[]	[9.302818]	[83]	[]	[118184154]
562_1082	chr1	31705119	31705519	+	1000	86.0	[]	[]	[11.665144]	[89]	[]	[31705306]
562_1083	chr1	154936367	154936767	+	1000	86.0	[]	[]	[11.665144]	[107]	[]	[154936573]
562_1084	chr12	103930096	103930496	+	1000	86.0	[]	[]	[5.570742]	[89]	[]	[103930279]
562_1085	chr12	108561001	108561401	+	1000	86.0	[]	[]	[11.665144]	[86]	[]	[108561181]
562_1086	chr14	23006894	23007294	+	1000	86.0	[11.7800665]	[124]	[5.570742, 9.302818, 5.570742]	[60, 73, 79]	[23007109]	[23007045, 23007058, 23007064]
