#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F5_idr.fa E2F5 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
489_10001	chr11	32434411	32434811	+	1000	69.0	[]	[]	[9.302818]	[163]	[]	[32434653]
489_10003	chr11	62787169	62787569	+	1000	69.0	[]	[]	[6.051324]	[115]	[]	[62787327]
489_10008	chr11	69297314	69297714	+	1000	69.0	[]	[]	[11.7800665, 9.302818]	[163, 177]	[]	[69297550, 69297564]
489_1001	chr2	241508507	241508907	+	1000	165.0	[10.704447, 5.667835]	[119, 121]	[]	[]	[241508711, 241508713]	[]
489_10012	chr11	110296457	110296857	+	1000	69.0	[11.665144, 9.187896]	[133, 207]	[10.704447]	[190]	[110296632, 110296706]	[110296689]
489_10014	chr12	6970582	6970982	+	1000	69.0	[]	[]	[6.051324]	[122]	[]	[6970755]
489_10019	chr12	98515266	98515666	+	1000	69.0	[10.704447]	[155]	[11.7800665, 5.667835]	[86, 124]	[98515511]	[98515442, 98515480]
489_10021	chr12	109880351	109880751	+	1000	69.0	[]	[]	[5.570742]	[66]	[]	[109880506]
489_10030	chr14	31420457	31420857	+	1000	69.0	[11.7800665]	[95]	[]	[]	[31420638]	[]
489_10044	chr15	76311326	76311726	+	1000	69.0	[10.589524, 11.665144]	[56, 142]	[]	[]	[76311481, 76311567]	[]
489_10045	chr15	76905232	76905632	+	1000	69.0	[]	[]	[10.378438, 10.589524]	[170, 227]	[]	[76905425, 76905482]
489_10055	chr16	81077120	81077520	+	1000	69.0	[]	[]	[10.378438]	[210]	[]	[81077333]
489_10057	chr16	84617772	84618172	+	1000	69.0	[6.051324]	[73]	[]	[]	[84617930]	[]
489_1006	chr8	56074404	56074804	+	1000	165.0	[11.665144]	[133]	[]	[]	[56074635]	[]
489_10073	chr17	80689276	80689676	+	1000	69.0	[9.187896]	[135]	[]	[]	[80689499]	[]
489_10074	chr17	81119770	81120170	+	1000	69.0	[]	[]	[5.570742]	[88]	[]	[81119939]
489_10080	chr18	36129685	36130085	+	1000	69.0	[5.570742]	[107]	[]	[]	[36129889]	[]
489_10081	chr19	680188	680588	+	1000	69.0	[]	[]	[5.570742]	[122]	[]	[680407]
489_10090	chr19	41353694	41354094	+	1000	69.0	[10.589524]	[196]	[]	[]	[41353903]	[]
489_10101	chr19	53869265	53869665	+	1000	69.0	[]	[]	[11.7800665, 10.378438]	[201, 210]	[]	[53869485, 53869494]
489_10105	chr19	58544282	58544682	+	1000	69.0	[]	[]	[6.051324]	[122]	[]	[58544434]
489_10107	chr2	9555679	9556079	+	1000	69.0	[]	[]	[10.378438]	[165]	[]	[9555862]
489_1011	chr15	75843000	75843400	+	1000	164.0	[9.302818]	[92]	[]	[]	[75843189]	[]
489_10116	chr2	73234095	73234495	+	1000	69.0	[10.704447]	[113]	[]	[]	[73234299]	[]
489_10119	chr2	74554337	74554737	+	1000	69.0	[9.187896]	[135]	[10.704447, 9.302818]	[132, 166]	[74554494]	[74554491, 74554525]
489_1014	chr19	51594295	51594695	+	1000	164.0	[]	[]	[10.378438]	[66]	[]	[51594459]
489_1016	chr22	41286128	41286528	+	1000	164.0	[]	[]	[10.704447]	[56]	[]	[41286281]
489_10166	chr3	128680715	128681115	+	1000	69.0	[]	[]	[10.378438]	[73]	[]	[128680866]
489_10174	chr3	196528764	196529164	+	1000	69.0	[5.667835]	[165]	[]	[]	[196528997]	[]
489_10185	chr4	145098052	145098452	+	1000	69.0	[]	[]	[5.667835]	[156]	[]	[145098250]
489_10186	chr5	6713041	6713441	+	1000	69.0	[10.378438]	[210]	[]	[]	[6713285]	[]
489_10188	chr5	14664283	14664683	+	1000	69.0	[]	[]	[11.665144]	[88]	[]	[14664465]
489_10190	chr5	43313530	43313930	+	1000	69.0	[5.667835]	[146]	[]	[]	[43313730]	[]
489_10199	chr5	132410798	132411198	+	1000	69.0	[]	[]	[9.302818]	[60]	[]	[132410949]
489_102	chr9	120580048	120580448	+	1000	357.0	[9.302818]	[67]	[9.302818]	[64]	[120580211]	[120580208]
489_1020	chr8	123396438	123396838	+	1000	164.0	[5.570742]	[198]	[]	[]	[123396689]	[]
489_10206	chr5	171387300	171387700	+	1000	69.0	[11.7800665, 11.7800665]	[158, 179]	[]	[]	[171387524, 171387545]	[]
489_1023	chr9	134067922	134068322	+	1000	164.0	[11.7800665]	[59]	[]	[]	[134068075]	[]
489_10232	chr7	7182318	7182718	+	1000	69.0	[9.302818]	[214]	[11.7800665]	[167]	[7182539]	[7182492]
489_1024	chrUn_GL000219v1	99660	100060	+	1000	164.0	[11.665144]	[153]	[11.7800665]	[113]	[99888]	[99848]
489_10255	chr8	144137684	144138084	+	1000	69.0	[]	[]	[9.302818, 9.302818, 9.302818]	[73, 79, 141]	[]	[144137852, 144137858, 144137920]
489_10261	chr9	129460397	129460797	+	1000	69.0	[10.704447, 5.667835]	[83, 133]	[]	[]	[129460555, 129460605]	[]
489_1028	chr1	243255280	243255680	+	1000	163.0	[9.187896]	[148]	[]	[]	[243255508]	[]
489_10280	chr1	35718691	35719091	+	1000	68.0	[9.302818]	[239]	[]	[]	[35718942]	[]
489_10282	chr1	37410719	37411119	+	1000	68.0	[6.051324]	[82]	[]	[]	[37410886]	[]
489_10302	chr1	201983151	201983551	+	1000	68.0	[]	[]	[5.570742]	[160]	[]	[201983364]
489_10308	chr1	211134041	211134441	+	1000	68.0	[11.7800665]	[116]	[11.7800665]	[137]	[211134256]	[211134277]
489_1031	chr11	65859272	65859672	+	1000	163.0	[6.051324]	[85]	[5.667835]	[66]	[65859449]	[65859430]
489_10315	chr10	16817573	16817973	+	1000	68.0	[5.570742]	[56]	[]	[]	[16817726]	[]
489_10324	chr10	110567089	110567489	+	1000	68.0	[10.704447]	[163]	[]	[]	[110567316]	[]
489_10325	chr10	119165378	119165778	+	1000	68.0	[]	[]	[9.187896]	[96]	[]	[119165537]
489_10332	chr11	64206399	64206799	+	1000	68.0	[9.302818]	[178]	[]	[]	[64206650]	[]
489_10336	chr11	102347007	102347407	+	1000	68.0	[]	[]	[10.704447]	[88]	[]	[102347168]
489_10340	chr11	118997919	118998319	+	1000	68.0	[11.7800665]	[132]	[]	[]	[118998096]	[]
489_10342	chr12	6723969	6724369	+	1000	68.0	[11.7800665]	[155]	[]	[]	[6724197]	[]
489_10352	chr12	53626056	53626456	+	1000	68.0	[]	[]	[11.7800665]	[162]	[]	[53626298]
489_10354	chr12	56127701	56128101	+	1000	68.0	[]	[]	[6.051324]	[155]	[]	[56127951]
489_10355	chr12	57941020	57941420	+	1000	68.0	[6.051324]	[241]	[]	[]	[57941268]	[]
489_10356	chr12	98593421	98593821	+	1000	68.0	[10.589524]	[142]	[]	[]	[98593645]	[]
489_1036	chr2	170928800	170929200	+	1000	163.0	[11.665144, 9.187896]	[103, 153]	[5.667835]	[184]	[170928968, 170929018]	[170929049]
489_10371	chr15	25438960	25439360	+	1000	68.0	[11.7800665]	[73]	[11.7800665]	[123]	[25439123]	[25439173]
489_10383	chr16	4734079	4734479	+	1000	68.0	[11.7800665]	[149]	[]	[]	[4734276]	[]
489_10389	chr16	58684612	58685012	+	1000	68.0	[6.051324]	[141]	[]	[]	[58684790]	[]
489_10402	chr17	29148786	29149186	+	1000	68.0	[]	[]	[9.302818]	[154]	[]	[29149019]
489_10407	chr17	48908162	48908562	+	1000	68.0	[]	[]	[5.667835]	[96]	[]	[48908336]
489_10412	chr17	75131369	75131769	+	1000	68.0	[]	[]	[5.570742]	[136]	[]	[75131530]
489_10419	chr18	30676038	30676438	+	1000	68.0	[]	[]	[5.667835]	[101]	[]	[30676219]
489_10420	chr18	35041207	35041607	+	1000	68.0	[10.704447, 5.667835, 10.378438]	[148, 154, 186]	[]	[]	[35041396, 35041402, 35041434]	[]
489_10427	chr19	4968594	4968994	+	1000	68.0	[10.378438]	[186]	[]	[]	[4968816]	[]
489_10428	chr19	11293734	11294134	+	1000	68.0	[10.704447]	[136]	[]	[]	[11293958]	[]
489_10429	chr19	18279438	18279838	+	1000	68.0	[9.302818]	[131]	[]	[]	[18279590]	[]
489_1044	chr9	120842877	120843277	+	1000	163.0	[5.552912]	[90]	[]	[]	[120843029]	[]
489_10443	chr19	58401210	58401610	+	1000	68.0	[9.302818]	[134]	[]	[]	[58401438]	[]
489_10447	chr2	43227179	43227579	+	1000	68.0	[6.051324]	[184]	[]	[]	[43227396]	[]
489_10448	chr2	43595862	43596262	+	1000	68.0	[5.552912]	[221]	[]	[]	[43596089]	[]
489_10451	chr2	74198307	74198707	+	1000	68.0	[10.378438]	[151]	[]	[]	[74198531]	[]
489_10457	chr2	112254659	112255059	+	1000	68.0	[]	[]	[6.051324]	[190]	[]	[112254861]
489_10464	chr20	2664053	2664453	+	1000	68.0	[9.187896]	[180]	[9.302818]	[120]	[2664288]	[2664228]
489_1047	chr1	241847900	241848300	+	1000	162.0	[6.051324]	[148]	[]	[]	[241848137]	[]
489_10470	chr20	49915437	49915837	+	1000	68.0	[5.570742]	[183]	[]	[]	[49915659]	[]
489_1048	chr12	109097787	109098187	+	1000	162.0	[9.187896]	[150]	[]	[]	[109098024]	[]
