#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F7_idr.fa E2F7 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
103_0	chrM	12226	12626	+	1000	1241.0	[8.3977785]	[64]	[]	[]	[12383]	[]
103_10000	chr1	112809218	112809618	+	779	27.5	[]	[]	[8.3977785]	[161]	[]	[112809461]
103_10014	chr1	207817825	207818225	+	669	27.5	[]	[]	[13.948019]	[164]	[]	[207818060]
103_10021	chr1	231211343	231211743	+	687	27.5	[8.3977785]	[139]	[7.2898073]	[158]	[231211565]	[231211584]
103_10044	chr10	68075016	68075416	+	728	27.5	[]	[]	[8.3977785]	[164]	[]	[68075217]
103_10071	chr12	6639121	6639521	+	766	27.5	[]	[]	[8.933427]	[85]	[]	[6639292]
103_10081	chr12	64759378	64759778	+	711	27.5	[]	[]	[8.3977785]	[119]	[]	[64759531]
103_10086	chr12	106357550	106357950	+	647	27.5	[]	[]	[8.3977785]	[164]	[]	[106357767]
103_10119	chr16	3234930	3235330	+	710	27.5	[11.009154]	[110]	[]	[]	[3235132]	[]
103_10122	chr16	28824003	28824403	+	712	27.5	[9.901183]	[117]	[7.2898073]	[126]	[28824187]	[28824196]
103_10146	chr17	48492429	48492829	+	751	27.5	[]	[]	[4.3509426, 13.948019]	[144, 178]	[]	[48492609, 48492643]
103_10157	chr17	81345352	81345752	+	624	27.5	[]	[]	[13.948019]	[176]	[]	[81345589]
103_1016	chr3	179562650	179563050	+	1000	59.0	[]	[]	[8.3977785]	[162]	[]	[179562845]
103_10177	chr19	12933667	12934067	+	772	27.5	[8.3977785]	[183]	[]	[]	[12933873]	[]
103_10193	chr19	46860149	46860549	+	600	27.5	[7.2898073, 4.3509426]	[150, 166]	[7.2898073]	[108]	[46860384, 46860400]	[46860342]
103_10196	chr19	49580517	49580917	+	558	27.5	[]	[]	[8.3977785]	[151]	[]	[49580742]
103_102	chr2	47402832	47403232	+	1000	241.5	[7.2898073]	[113]	[13.948019]	[79]	[47403027]	[47402993]
103_10220	chr2	118803232	118803632	+	750	27.5	[8.3977785]	[79]	[]	[]	[118803397]	[]
103_10224	chr2	157492174	157492574	+	784	27.5	[15.05599]	[101]	[]	[]	[157492366]	[]
103_10225	chr2	169095449	169095849	+	593	27.5	[]	[]	[7.2898073]	[190]	[]	[169095653]
103_10229	chr2	171434186	171434586	+	767	27.5	[7.2898073, 8.3977785]	[172, 200]	[]	[]	[171434404, 171434432]	[]
103_1024	chr15	40506941	40507341	+	1000	58.5	[8.3977785, 8.3977785]	[120, 141]	[]	[]	[40507144, 40507165]	[]
103_10243	chr20	58651000	58651400	+	762	27.5	[]	[]	[8.3977785]	[187]	[]	[58651223]
103_1025	chr17	5486351	5486751	+	1000	58.5	[7.2898073]	[94]	[4.3509426]	[120]	[5486533]	[5486559]
103_10256	chr22	17785175	17785575	+	731	27.5	[8.3977785]	[104]	[7.2898073]	[83]	[17785349]	[17785328]
103_1026	chr19	10569029	10569429	+	1000	58.5	[]	[]	[8.468314]	[71]	[]	[10569187]
103_1027	chr19	48492827	48493227	+	1000	58.5	[13.948019]	[138]	[]	[]	[48493036]	[]
103_1029	chr22	19730632	19731032	+	1000	58.5	[]	[]	[7.2898073]	[132]	[]	[19730863]
103_10290	chr22	40951337	40951737	+	765	27.5	[]	[]	[4.3509426, 4.3509426]	[124, 160]	[]	[40951516, 40951552]
103_103	chr4	39977916	39978316	+	1000	241.0	[13.948019]	[117]	[15.05599]	[98]	[39978115]	[39978096]
103_10341	chr5	14664209	14664609	+	754	27.5	[8.3977785]	[176]	[7.2898073]	[113]	[14664443]	[14664380]
103_10350	chr5	134632552	134632952	+	763	27.5	[]	[]	[8.3977785]	[135]	[]	[134632736]
103_10356	chr5	157743192	157743592	+	603	27.5	[8.3977785]	[131]	[]	[]	[157743408]	[]
103_10389	chr6	36197174	36197574	+	615	27.5	[8.468314]	[129]	[]	[]	[36197340]	[]
103_10399	chr6	90587126	90587526	+	639	27.5	[]	[]	[4.886591, 4.3509426]	[151, 166]	[]	[90587319, 90587334]
103_1046	chr12	56333735	56334135	+	1000	58.0	[]	[]	[13.948019]	[128]	[]	[56333938]
103_10460	chr7	155298750	155299150	+	570	27.5	[8.3977785]	[220]	[]	[]	[155298989]	[]
103_1047	chr15	44426836	44427236	+	1000	58.0	[8.3977785]	[175]	[]	[]	[44427079]	[]
103_1049	chr15	64093803	64094203	+	1000	58.0	[7.2898073, 4.3509426]	[71, 113]	[8.3977785]	[95]	[64093956, 64093998]	[64093980]
103_10498	chr9	137236313	137236713	+	780	27.5	[7.2898073]	[94]	[]	[]	[137236487]	[]
103_10510	chr1	9657473	9657873	+	679	27.0	[8.3977785]	[120]	[]	[]	[9657634]	[]
103_10525	chr1	23019965	23020365	+	712	27.0	[]	[]	[7.2898073]	[164]	[]	[23020168]
103_10536	chr1	36307139	36307539	+	718	27.0	[]	[]	[8.3977785, 8.3977785]	[126, 148]	[]	[36307350, 36307372]
103_10539	chr1	39385368	39385768	+	661	27.0	[8.3977785]	[162]	[]	[]	[39385607]	[]
103_10543	chr1	43367204	43367604	+	742	27.0	[]	[]	[4.3509426]	[171]	[]	[43367399]
103_10544	chr1	43388747	43389147	+	695	27.0	[8.3977785]	[69]	[]	[]	[43388901]	[]
103_10588	chr1	201704012	201704412	+	748	27.0	[]	[]	[8.933427]	[150]	[]	[201704203]
103_10596	chr1	226063185	226063585	+	724	27.0	[]	[]	[8.3977785]	[145]	[]	[226063392]
103_10602	chr1	241846873	241847273	+	561	27.0	[]	[]	[8.3977785]	[149]	[]	[241847108]
103_10608	chr10	27100023	27100423	+	732	27.0	[7.2898073]	[201]	[9.901183]	[224]	[27100251]	[27100274]
103_10620	chr10	79374619	79375019	+	731	27.0	[]	[]	[8.3977785]	[115]	[]	[79374788]
103_10625	chr11	3437451	3437851	+	723	27.0	[]	[]	[4.3509426]	[135]	[]	[3437646]
103_10626	chr11	5684834	5685234	+	698	27.0	[]	[]	[7.2898073]	[191]	[]	[5685061]
103_10635	chr11	67508351	67508751	+	701	27.0	[4.3509426]	[162]	[]	[]	[67508521]	[]
103_10645	chr11	118145348	118145748	+	736	27.0	[]	[]	[4.3509426]	[127]	[]	[118145521]
103_10672	chr14	23056840	23057240	+	694	27.0	[]	[]	[8.3977785, 8.3977785]	[99, 134]	[]	[23057039, 23057074]
103_10678	chr15	50355035	50355435	+	650	27.0	[8.3977785]	[159]	[]	[]	[50355262]	[]
103_1068	chr10	45373242	45373642	+	1000	57.5	[8.3977785]	[128]	[13.948019, 9.901183]	[74, 94]	[45373470]	[45373416, 45373436]
103_10683	chr15	75451651	75452051	+	747	27.0	[15.05599]	[96]	[8.3977785]	[161]	[75451817]	[75451882]
103_10700	chr16	30610245	30610645	+	642	27.0	[8.468314]	[68]	[]	[]	[30610403]	[]
103_10709	chr16	87721644	87722044	+	646	27.0	[]	[]	[8.3977785]	[178]	[]	[87721847]
103_1071	chr11	108222426	108222826	+	1000	57.5	[8.3977785]	[131]	[7.2898073]	[120]	[108222655]	[108222644]
103_10711	chr17	7687287	7687687	+	726	27.0	[4.3509426]	[172]	[]	[]	[7687504]	[]
103_10713	chr17	27294020	27294420	+	704	27.0	[7.2898073]	[159]	[]	[]	[27294233]	[]
103_10726	chr17	50867837	50868237	+	715	27.0	[]	[]	[8.3977785]	[178]	[]	[50868019]
103_10740	chr18	25896187	25896587	+	695	27.0	[7.2898073]	[106]	[]	[]	[25896361]	[]
103_10742	chr19	9785889	9786289	+	668	27.0	[7.2898073]	[246]	[]	[]	[9786138]	[]
103_10748	chr19	17579805	17580205	+	689	27.0	[]	[]	[8.3977785]	[133]	[]	[17580002]
103_10753	chr19	36489557	36489957	+	662	27.0	[4.3509426, 8.3977785]	[82, 106]	[]	[]	[36489729, 36489753]	[]
103_1077	chr7	138001978	138002378	+	1000	57.5	[8.3977785]	[115]	[13.948019]	[138]	[138002187]	[138002210]
103_10771	chr19	55207127	55207527	+	702	27.0	[8.3977785]	[95]	[]	[]	[55207284]	[]
103_10775	chr2	3558495	3558895	+	685	27.0	[]	[]	[13.948019]	[95]	[]	[3558665]
103_10779	chr2	24076200	24076600	+	718	27.0	[]	[]	[8.3977785]	[180]	[]	[24076446]
103_10783	chr2	47906756	47907156	+	707	27.0	[8.3977785]	[68]	[]	[]	[47906921]	[]
103_10794	chr2	112026538	112026938	+	588	27.0	[]	[]	[8.3977785]	[153]	[]	[112026740]
103_108	chr19	4909236	4909636	+	1000	235.5	[15.05599]	[81]	[13.948019]	[170]	[4909397]	[4909486]
103_1083	chr1	109282877	109283277	+	1000	57.0	[13.948019]	[109]	[]	[]	[109283085]	[]
103_10869	chr3	56556988	56557388	+	663	27.0	[]	[]	[8.3977785]	[153]	[]	[56557182]
103_1087	chr17	50373088	50373488	+	1000	57.0	[8.3977785]	[187]	[8.3977785]	[130]	[50373318]	[50373261]
103_10889	chr4	55948762	55949162	+	675	27.0	[4.3509426]	[94]	[]	[]	[55948937]	[]
103_1089	chr2	156436471	156436871	+	1000	57.0	[8.3977785]	[97]	[15.05599]	[68]	[156436654]	[156436625]
103_10890	chr4	98928263	98928663	+	707	27.0	[]	[]	[4.3509426]	[105]	[]	[98928434]
103_10899	chr5	43555943	43556343	+	724	27.0	[]	[]	[7.2898073]	[112]	[]	[43556134]
103_109	chr12	56449042	56449442	+	1000	228.5	[7.2898073, 4.3509426]	[99, 144]	[15.05599]	[77]	[56449235, 56449280]	[56449213]
