#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F8_idr.fa E2F8 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
672_1	chrM	12222	12622	+	1000	1122.0	[]	[]	[6.835271]	[64]	[]	[12382]
672_100	chr3	12841609	12842009	+	1000	401.0	[5.973598]	[82]	[]	[]	[12841789]	[]
672_1000	chr19	15264068	15264468	+	1000	120.5	[18.581537]	[111]	[]	[]	[15264273]	[]
672_10006	chr12	15882142	15882542	+	1000	42.5	[]	[]	[12.631809, 4.014871]	[109, 126]	[]	[15882343, 15882360]
672_10007	chr12	48814600	48815000	+	1000	42.5	[]	[]	[4.0728397]	[147]	[]	[48814813]
672_1001	chr2	177212454	177212854	+	1000	120.5	[]	[]	[6.579256, 8.884412]	[71, 100]	[]	[177212618, 177212647]
672_10010	chr12	53324728	53325128	+	1000	42.5	[12.377394]	[193]	[]	[]	[53324974]	[]
672_10012	chr12	54293985	54294385	+	1000	42.5	[4.955207]	[142]	[]	[]	[54294165]	[]
672_10013	chr12	57086061	57086461	+	1000	42.5	[]	[]	[5.3486114, 5.2780786]	[101, 174]	[]	[57086224, 57086297]
672_10017	chr12	123599342	123599742	+	1000	42.5	[11.999897]	[91]	[]	[]	[123599525]	[]
672_10018	chr12	130878173	130878573	+	1000	42.5	[5.341686]	[188]	[]	[]	[130878401]	[]
672_10019	chr13	21176223	21176623	+	1000	42.5	[]	[]	[6.06024]	[164]	[]	[21176448]
672_10026	chr15	84980296	84980696	+	1000	42.5	[8.60836]	[80]	[]	[]	[84980453]	[]
672_10028	chr15	88614442	88614842	+	1000	42.5	[]	[]	[8.72424, 9.293119]	[133, 169]	[]	[88614623, 88614659]
672_10029	chr15	90869815	90870215	+	1000	42.5	[]	[]	[7.0106807]	[207]	[]	[90870050]
672_10031	chr15	101451398	101451798	+	1000	42.5	[11.933399]	[112]	[]	[]	[101451597]	[]
672_10034	chr16	3157222	3157622	+	1000	42.5	[]	[]	[5.384458]	[86]	[]	[3157400]
672_10035	chr16	11201753	11202153	+	1000	42.5	[5.3179603]	[125]	[]	[]	[11201922]	[]
672_10037	chr16	23149340	23149740	+	1000	42.5	[]	[]	[4.141404, 4.284868]	[88, 123]	[]	[23149520, 23149555]
672_1004	chr1	161202173	161202573	+	1000	120.0	[]	[]	[6.06024]	[113]	[]	[161202359]
672_10043	chr16	88491678	88492078	+	1000	42.5	[4.1062136]	[107]	[]	[]	[88491863]	[]
672_10044	chr16	88769716	88770116	+	1000	42.5	[6.2602453]	[150]	[]	[]	[88769945]	[]
672_10045	chr17	7306804	7307204	+	1000	42.5	[5.719182, 6.2114453]	[111, 149]	[7.521902]	[162]	[7306986, 7307024]	[7307037]
672_10046	chr17	27569219	27569619	+	1000	42.5	[8.351413]	[143]	[]	[]	[27569436]	[]
672_10048	chr17	38296781	38297181	+	1000	42.5	[]	[]	[5.6430063]	[158]	[]	[38297024]
672_1005	chr12	54188902	54189302	+	1000	120.0	[4.014871]	[93]	[]	[]	[54189079]	[]
672_10050	chr17	68213578	68213978	+	1000	42.5	[]	[]	[5.341686]	[126]	[]	[68213791]
672_10051	chr17	77319261	77319661	+	1000	42.5	[6.588517]	[168]	[]	[]	[77319499]	[]
672_10054	chr17	81702307	81702707	+	1000	42.5	[]	[]	[8.361487]	[151]	[]	[81702490]
672_10055	chr17	82065681	82066081	+	1000	42.5	[14.339286]	[67]	[]	[]	[82065846]	[]
672_10059	chr18	12883908	12884308	+	1000	42.5	[8.235752]	[173]	[]	[]	[12884158]	[]
672_1006	chr16	23641168	23641568	+	1000	120.0	[]	[]	[4.206983]	[59]	[]	[23641325]
672_10061	chr19	1040734	1041134	+	1000	42.5	[5.2780786]	[117]	[]	[]	[1040921]	[]
672_10067	chr19	17539161	17539561	+	548	42.5	[]	[]	[8.384736]	[162]	[]	[17539377]
672_10072	chr19	40806801	40807201	+	1000	42.5	[]	[]	[6.180794]	[115]	[]	[40806961]
672_10076	chr19	48640230	48640630	+	1000	42.5	[]	[]	[4.955207]	[228]	[]	[48640481]
672_10078	chr19	49473972	49474372	+	1000	42.5	[]	[]	[8.517044]	[164]	[]	[49474198]
672_1008	chr16	67247449	67247849	+	1000	120.0	[15.372377]	[170]	[5.0265937]	[186]	[67247677]	[67247693]
672_10080	chr19	51691059	51691459	+	1000	42.5	[5.307886, 6.1707196]	[85, 139]	[]	[]	[51691217, 51691271]	[]
672_10081	chr19	51702143	51702543	+	1000	42.5	[]	[]	[6.1050744]	[174]	[]	[51702383]
672_10086	chr2	27409494	27409894	+	1000	42.5	[]	[]	[7.736077]	[224]	[]	[27409721]
672_1009	chr17	74203476	74203876	+	1000	120.0	[6.9848127]	[84]	[]	[]	[74203655]	[]
672_10090	chr2	85707206	85707606	+	1000	42.5	[5.305839]	[113]	[]	[]	[85707412]	[]
672_10092	chr2	127811026	127811426	+	1000	42.5	[9.505675]	[139]	[]	[]	[127811187]	[]
672_10094	chr2	144703755	144704155	+	1000	42.5	[4.4086547]	[132]	[]	[]	[144703976]	[]
672_10096	chr2	218397983	218398383	+	1000	42.5	[]	[]	[4.157074]	[235]	[]	[218398227]
