#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F1_idr.fa E2F1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
562_1002	chr6	4018563	4018963	+	1000	90.5	[]	[]	[10.378438]	[87]	[]	[4018739]
562_1005	chr1	153967309	153967709	+	1000	90.0	[11.7800665]	[163]	[6.051324, 10.704447]	[104, 127]	[153967555]	[153967496, 153967519]
562_1008	chr15	22837952	22838352	+	1000	90.0	[6.051324]	[79]	[10.589524]	[116]	[22838118]	[22838155]
562_1018	chr19	41859425	41859825	+	1000	89.5	[]	[]	[6.051324, 10.378438, 6.051324]	[88, 97, 107]	[]	[41859605, 41859614, 41859624]
562_1019	chr2	97664156	97664556	+	1000	89.5	[]	[]	[11.665144, 11.665144]	[85, 120]	[]	[97664330, 97664365]
562_1023	chr19	38336131	38336531	+	1000	89.0	[6.051324, 11.665144]	[123, 146]	[]	[]	[38336353, 38336376]	[]
562_1024	chr19	45779288	45779688	+	1000	89.0	[]	[]	[5.570742]	[137]	[]	[45779513]
562_1028	chrX	2502840	2503240	+	1000	89.0	[10.589524]	[114]	[]	[]	[2503049]	[]
562_1030	chr11	108498369	108498769	+	1000	88.5	[11.665144]	[71]	[]	[]	[108498533]	[]
562_1031	chr12	31326131	31326531	+	1000	88.5	[11.665144]	[125]	[]	[]	[31326351]	[]
562_1037	chr6	27865049	27865449	+	1000	88.5	[]	[]	[10.589524]	[144]	[]	[27865268]
562_1039	chr9	5675036	5675436	+	1000	88.5	[11.665144]	[94]	[]	[]	[5675219]	[]
562_104	chr1	23531063	23531463	+	1000	331.0	[9.187896]	[116]	[11.7800665]	[146]	[23531268]	[23531298]
562_1041	chr17	29069444	29069844	+	1000	88.0	[11.665144]	[132]	[]	[]	[29069662]	[]
562_1044	chr8	143547272	143547672	+	1000	88.0	[5.570742, 11.665144]	[82, 120]	[]	[]	[143547443, 143547481]	[]
562_1046	chr1	52056064	52056464	+	1000	87.5	[]	[]	[11.7800665]	[154]	[]	[52056278]
562_1049	chr11	7079727	7080127	+	1000	87.5	[11.665144]	[92]	[]	[]	[7079903]	[]
562_1063	chr19	3036143	3036543	+	1000	87.0	[]	[]	[11.7800665, 11.7800665, 11.7800665]	[111, 129, 139]	[]	[3036342, 3036360, 3036370]
562_1066	chr7	139340362	139340762	+	1000	87.0	[]	[]	[9.187896]	[92]	[]	[139340527]
