#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F3_idr.fa E2F3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
227_10003	chr16	67563035	67563435	+	1000	38.0	[]	[]	[7.071043]	[83]	[]	[67563190]
227_1001	chr9	128192793	128193193	+	1000	83.0	[]	[]	[7.6141095]	[170]	[]	[128193022]
227_10017	chr17	41930311	41930711	+	1000	38.0	[7.071043]	[151]	[6.425717]	[161]	[41930535]	[41930545]
227_10018	chr17	45317395	45317795	+	1000	38.0	[8.259437]	[163]	[]	[]	[45317570]	[]
227_1003	chr11	576170	576570	+	1000	82.5	[]	[]	[8.259437]	[164]	[]	[576406]
227_10032	chr19	5340887	5341287	+	1000	38.0	[8.259437, 8.259437, 8.259437]	[59, 111, 141]	[]	[]	[5341041, 5341093, 5341123]	[]
227_10034	chr19	13794824	13795224	+	1000	38.0	[]	[]	[8.259437]	[96]	[]	[13794994]
227_10035	chr19	18919243	18919643	+	1000	38.0	[6.5268717]	[202]	[]	[]	[18919491]	[]
227_10036	chr19	19203114	19203514	+	1000	38.0	[]	[]	[8.259437]	[154]	[]	[19203326]
227_10047	chr19	51904834	51905234	+	1000	38.0	[7.6141095]	[96]	[7.071043]	[110]	[51905003]	[51905017]
227_1005	chr16	89972628	89973028	+	1000	82.5	[8.259437]	[221]	[]	[]	[89972858]	[]
227_10060	chr2	95402522	95402922	+	1000	38.0	[]	[]	[7.6141095]	[165]	[]	[95402700]
227_10068	chr2	219229224	219229624	+	1000	38.0	[6.425717]	[71]	[]	[]	[219229378]	[]
227_1007	chr19	17555680	17556080	+	1000	82.5	[7.6141095]	[122]	[7.6141095, 6.425717]	[111, 120]	[17555891]	[17555880, 17555889]
227_10099	chr22	20388960	20389360	+	1000	38.0	[]	[]	[7.071043]	[149]	[]	[20389198]
227_10116	chr22	22584878	22585278	+	1000	38.0	[6.5268717]	[167]	[]	[]	[22585125]	[]
227_10122	chr22	37658509	37658909	+	1000	38.0	[6.425717, 8.259437]	[112, 178]	[]	[]	[37658690, 37658756]	[]
227_10126	chr3	9952041	9952441	+	1000	38.0	[]	[]	[8.259437, 8.259437]	[84, 174]	[]	[9952196, 9952286]
227_10127	chr3	13895127	13895527	+	1000	38.0	[]	[]	[8.259437]	[182]	[]	[13895333]
227_1013	chr1	27234182	27234582	+	1000	82.0	[]	[]	[8.259437, 8.259437]	[112, 136]	[]	[27234389, 27234413]
227_10147	chr5	10762304	10762704	+	1000	38.0	[]	[]	[8.259437, 6.5268717]	[120, 156]	[]	[10762456, 10762492]
227_10149	chr5	87267431	87267831	+	1000	38.0	[]	[]	[8.259437]	[143]	[]	[87267591]
227_1015	chr1	36088627	36089027	+	1000	82.0	[7.071043]	[180]	[]	[]	[36088871]	[]
227_10150	chr5	127517576	127517976	+	1000	38.0	[6.425717]	[128]	[]	[]	[127517781]	[]
227_10152	chr5	141681533	141681933	+	1000	38.0	[]	[]	[6.5268717]	[149]	[]	[141681715]
227_10181	chr7	36153017	36153417	+	1000	38.0	[7.6141095]	[176]	[7.071043]	[138]	[36153225]	[36153187]
227_10188	chr7	103989836	103990236	+	1000	38.0	[7.071043]	[146]	[6.425717]	[163]	[103990061]	[103990078]
227_1019	chr12	56300513	56300913	+	1000	82.0	[]	[]	[6.425717]	[168]	[]	[56300754]
227_10208	chr9	95511351	95511751	+	1000	38.0	[6.5268717, 6.5268717]	[115, 180]	[]	[]	[95511529, 95511594]	[]
227_1021	chr14	22956953	22957353	+	1000	82.0	[8.259437]	[117]	[]	[]	[22957165]	[]
227_10215	chr9	129178018	129178418	+	1000	38.0	[6.425717, 6.425717]	[137, 168]	[7.6141095]	[152]	[129178214, 129178245]	[129178229]
227_10222	chrX	12791330	12791730	+	1000	38.0	[7.071043]	[167]	[6.5268717]	[131]	[12791520]	[12791484]
227_10230	chr1	923599	923999	+	1000	37.5	[]	[]	[8.259437, 7.071043]	[137, 143]	[]	[923810, 923816]
227_10236	chr1	16078895	16079295	+	1000	37.5	[]	[]	[8.259437]	[164]	[]	[16079102]
227_10240	chr1	27604021	27604421	+	1000	37.5	[7.071043]	[140]	[]	[]	[27604202]	[]
227_10242	chr1	36553758	36554158	+	1000	37.5	[6.425717]	[78]	[8.259437]	[112]	[36553929]	[36553963]
227_1025	chr22	19431068	19431468	+	1000	82.0	[]	[]	[8.259437]	[233]	[]	[19431302]
227_10263	chr1	187072348	187072748	+	774	37.5	[]	[]	[8.259437]	[87]	[]	[187072500]
227_10275	chr1	236351368	236351768	+	1000	37.5	[]	[]	[6.425717]	[155]	[]	[236351575]
227_10277	chr1	246724493	246724893	+	1000	37.5	[]	[]	[8.259437]	[158]	[]	[246724688]
227_10286	chr10	71209027	71209427	+	1000	37.5	[7.071043, 8.259437]	[147, 196]	[7.6141095]	[174]	[71209226, 71209275]	[71209253]
227_10293	chr11	66022429	66022829	+	1000	37.5	[7.6141095]	[117]	[8.259437]	[134]	[66022624]	[66022641]
227_10301	chr12	55973961	55974361	+	1000	37.5	[6.5268717]	[130]	[]	[]	[55974171]	[]
227_10311	chr12	121712625	121713025	+	1000	37.5	[8.259437]	[129]	[]	[]	[121712854]	[]
227_10312	chr12	123743052	123743452	+	862	37.5	[]	[]	[7.071043]	[98]	[]	[123743238]
227_10314	chr13	29595725	29596125	+	1000	37.5	[]	[]	[8.259437]	[98]	[]	[29595901]
227_1032	chr6	160991725	160992125	+	1000	82.0	[6.425717]	[82]	[7.071043, 8.259437]	[149, 167]	[160991879]	[160991946, 160991964]
227_10330	chr15	65303672	65304072	+	1000	37.5	[]	[]	[8.259437]	[238]	[]	[65303917]
